Tiempo: 0.089000

Nombre: JUAN BAUTISTA QUIROS, Edad: 100, Pais: Abu Dabi
Nombre: FANNY JIMENEZ, Edad: 9, Pais: Santo Tomé
Nombre: JUAN BAUTISTA SOLANO, Edad: 83, Pais: Santo Tomé
Nombre: ALBA LUZ VALVERDE, Edad: 78, Pais: Santo Tomé
Nombre: ANGELINA DEL SOCORRO MORA, Edad: 93, Pais: Santo Tomé
Nombre: MIGUEL ALBERTO VALLE, Edad: 13, Pais: Santo Tomé
Nombre: SOCORRO SOLIS, Edad: 96, Pais: Santo Tomé
Nombre: ALCIDES ROJAS, Edad: 77, Pais: Santo Tomé
Nombre: JORGE DANILO CUBERO, Edad: 11, Pais: Santo Tomé
Nombre: MARIA LEIVA, Edad: 72, Pais: Santo Tomé
Nombre: ROSA DEL CARMEN VALVERDE, Edad: 92, Pais: Santo Tomé
Nombre: CARLOS ALBERTO ALVARADO, Edad: 30, Pais: Santo Tomé
Nombre: CECILIA DEL CARMEN UMAÑA, Edad: 93, Pais: Santo Tomé
Nombre: FLORY ROJAS, Edad: 71, Pais: Santo Tomé
Nombre: FERNANDO MASIS, Edad: 83, Pais: Santo Tomé
Nombre: NELLY JIMENEZ, Edad: 90, Pais: Santo Tomé
Nombre: BERTILA AGUERO, Edad: 7, Pais: Santo Tomé
Nombre: LUIS OBDULIO BERMUDEZ, Edad: 72, Pais: Santo Tomé
Nombre: TRINIDAD RODRIGUEZ, Edad: 92, Pais: Santo Tomé
Nombre: NINFA CERDAS, Edad: 59, Pais: Santo Tomé
Nombre: MARGARITA UMAÑA, Edad: 62, Pais: Santo Tomé
Nombre: EIDA GUZMAN, Edad: 15, Pais: Santo Tomé
Nombre: RAFAEL ANGEL SAENZ, Edad: 100, Pais: Santo Tomé
Nombre: TRINIDAD REDONDO, Edad: 47, Pais: Santo Tomé
Nombre: IDALI ROBLES, Edad: 22, Pais: Santo Tomé
Nombre: ANGELA SERRANO, Edad: 72, Pais: Santo Tomé
Nombre: HAYDEE GARCIA, Edad: 73, Pais: Santo Tomé
Nombre: MARCO TULIO RODRIGUEZ, Edad: 74, Pais: Santo Tomé
Nombre: SERVANDO GUTIERREZ, Edad: 83, Pais: Santo Tomé
Nombre: ESTRELLA VARGAS, Edad: 82, Pais: Santo Tomé
Nombre: JUAN JOSE JIMENEZ, Edad: 6, Pais: Santo Tomé
Nombre: DULCE MARIA HERRERA, Edad: 8, Pais: Santo Tomé
Nombre: JULIO ALVARO HERNANDEZ, Edad: 9, Pais: Santo Tomé
Nombre: GRACE CHACON, Edad: 2, Pais: Santo Tomé
Nombre: CLOTILDE LOSILLA, Edad: 98, Pais: Santo Tomé
Nombre: JORGE AGUILAR, Edad: 45, Pais: Santo Tomé
Nombre: HILDA BERMUDEZ, Edad: 21, Pais: Santo Tomé
Nombre: MIREYA MURILLO, Edad: 49, Pais: Santo Tomé
Nombre: DINORAH JIMENEZ, Edad: 81, Pais: Santo Tomé
Nombre: OSCAR CHAVES, Edad: 23, Pais: Santo Tomé
Nombre: CARLOS RIVERA, Edad: 1, Pais: Santo Tomé
Nombre: HORMIDAS LOPEZ, Edad: 48, Pais: Santo Tomé
Nombre: ERLINDA VALVERDE, Edad: 14, Pais: Santo Tomé
Nombre: CARIDAD DIAZ, Edad: 95, Pais: Santo Tomé
Nombre: MIGUEL ANGEL GUTIERREZ, Edad: 46, Pais: Santo Tomé
Nombre: EIDA ESPELETA, Edad: 2, Pais: Santo Tomé
Nombre: GUILLERMO ZUÑIGA, Edad: 69, Pais: Santo Tomé
Nombre: CARMEN CARRILLO, Edad: 12, Pais: Santo Tomé
Nombre: DANILO PEÑARANDA, Edad: 99, Pais: Saná
Nombre: RONALD HERNANDEZ, Edad: 34, Pais: Saná
Nombre: MANUEL TREJOS, Edad: 95, Pais: Saná
Nombre: ALICIA GRANADOS, Edad: 61, Pais: Saná
Nombre: CELIN GUZMAN, Edad: 47, Pais: Saná
Nombre: CLAUDIO FERNANDO CARVAJAL, Edad: 73, Pais: Saná
Nombre: MARIA CARVAJAL, Edad: 39, Pais: Saná
Nombre: MARIA ESTER SEGURA, Edad: 62, Pais: Saná
Nombre: WILLIAM FLORES, Edad: 91, Pais: Saná
Nombre: CARLOS LUIS CORDOBA, Edad: 34, Pais: Saná
Nombre: MARIA DEL CARMEN SALAZAR, Edad: 45, Pais: Saná
Nombre: ANABELLE CASTRO, Edad: 68, Pais: Saná
Nombre: LUISA FERNANDEZ, Edad: 3, Pais: Saná
Nombre: ROGER ENRIQUE ECHEVERRIA, Edad: 16, Pais: Saná
Nombre: MAYRA ZELEDON, Edad: 31, Pais: Saná
Nombre: JOSE ANGEL MORA, Edad: 45, Pais: Saná
Nombre: IRMA DEL CARMEN RODRIGUEZ, Edad: 77, Pais: Saná
Nombre: ROMAN ULATE, Edad: 11, Pais: Saná
Nombre: COSME CESPEDES, Edad: 37, Pais: Saná
Nombre: AMERICA ALFARO, Edad: 9, Pais: Saná
Nombre: BERTA LIA MORA, Edad: 37, Pais: Saná
Nombre: ANGELA DOLORES STEINBERG, Edad: 69, Pais: Saná
Nombre: JUANIZA GONZALEZ, Edad: 12, Pais: Saná
Nombre: MARIO DELGADO, Edad: 29, Pais: Saná
Nombre: ROXANA GONZALEZ, Edad: 28, Pais: Saná
Nombre: MANUEL HERNANDO BRENES, Edad: 61, Pais: Saná
Nombre: CARLOS LUIS FONSECA, Edad: 58, Pais: Saná
Nombre: MARIA CECILIA BADILLA, Edad: 53, Pais: Saná
Nombre: LUZ MARINA BARRANTES, Edad: 72, Pais: Saná
Nombre: CLARA ISABEL MUÑOZ, Edad: 69, Pais: Saná
Nombre: DINORAH NAVARRO, Edad: 64, Pais: Saná
Nombre: JUAN SOLIS, Edad: 39, Pais: Saná
Nombre: VICENTE CORRALES, Edad: 43, Pais: Saná
Nombre: MARIA JIMENEZ, Edad: 31, Pais: Saná
Nombre: RAFAEL ANGEL SOTO, Edad: 22, Pais: Saná
Nombre: SILVIA CASTRO, Edad: 8, Pais: Saná
Nombre: MANUEL ARTAVIA, Edad: 78, Pais: Saná
Nombre: FLORA SANCHEZ, Edad: 90, Pais: Saná
Nombre: JOSE WALTER AVILA, Edad: 34, Pais: Saná
Nombre: ANA MARIA JIMENEZ, Edad: 54, Pais: Saná
Nombre: ANTONIO SOLIS, Edad: 96, Pais: Saná
Nombre: LUIS CARLOS GONZALEZ, Edad: 17, Pais: Saná
Nombre: HOMERO MATA, Edad: 75, Pais: Saná
Nombre: RAMON PEREZ, Edad: 51, Pais: Saná
Nombre: CARLOS FERNANDO LOPEZ, Edad: 44, Pais: Saná
Nombre: MARIA DE LOS ANGELES NAVARRO, Edad: 1, Pais: Saná
Nombre: DAGOBERTO CARBALLO, Edad: 16, Pais: Saná
Nombre: ELADIO CORDERO, Edad: 64, Pais: Saná
Nombre: EIDA LEIVA, Edad: 13, Pais: Saná
Nombre: MARCO TULIO ROJAS, Edad: 63, Pais: Saná
Nombre: FLOR MARIA CHAVARRIA, Edad: 30, Pais: Saná
Nombre: JOSE MARIA ARCE, Edad: 14, Pais: Saná
Nombre: CLEMENTE NAVARRO, Edad: 55, Pais: Saná
Nombre: RAFAEL ANGEL CHINCHILLA, Edad: 3, Pais: Saná
Nombre: GONZALO SEGURA, Edad: 82, Pais: Saná
Nombre: ROBERTO FRANCISCO CORRALES, Edad: 38, Pais: Saná
Nombre: ROSA ESQUIVEL, Edad: 49, Pais: Saná
Nombre: EDMUNDO HUMBERTO MIRANDA, Edad: 14, Pais: Saná
Nombre: ELIZABETH MORA, Edad: 75, Pais: Saná
Nombre: CARLOS PORRAS, Edad: 4, Pais: Saná
Nombre: JACINTO ELIZONDO, Edad: 76, Pais: Saná
Nombre: NORMA PEREZ, Edad: 69, Pais: Saná
Nombre: VICTOR MANUEL CHINCHILLA, Edad: 40, Pais: Saná
Nombre: MARIA TERESA ABARCA, Edad: 52, Pais: Saná
Nombre: ULISES VALVERDE, Edad: 27, Pais: Saná
Nombre: LUZ VIRGINIA CASTILLO, Edad: 51, Pais: Saná
Nombre: MARIA EMILIA UMAÑA, Edad: 44, Pais: Saná
Nombre: BETINA MONTOYA, Edad: 6, Pais: Saná
Nombre: ANTONIO CERDAS, Edad: 94, Pais: Saná
Nombre: GUIDO GODINEZ, Edad: 32, Pais: Saná
Nombre: DAVID RAUL MORA, Edad: 58, Pais: Saná
Nombre: JORGE VARGAS, Edad: 79, Pais: Saná
Nombre: MAYRA ARMIJO, Edad: 88, Pais: Saná
Nombre: JOAQUIN ALPIZAR, Edad: 23, Pais: Saná
Nombre: MARIA DE LOS ANGELES MONTERO, Edad: 83, Pais: Saná
Nombre: JOAQUIN GONZALEZ, Edad: 12, Pais: Saná
Nombre: CARMELINA FERNANDEZ, Edad: 35, Pais: Saná
Nombre: ADELA BLANCO, Edad: 68, Pais: Saná
Nombre: URBANO CASTRO, Edad: 29, Pais: Saná
Nombre: MARIA EUGENIA SANCHO, Edad: 98, Pais: Saná
Nombre: GRAUDINA MARIA CAMPOS, Edad: 16, Pais: Saná
Nombre: EDWIN MONTERO, Edad: 54, Pais: Saná
Nombre: ARACELLY CHAVARRIA, Edad: 35, Pais: Sarajevo
Nombre: NELLY DE JESUS MURILLO, Edad: 94, Pais: Sarajevo
Nombre: ENRIQUE GRANADOS, Edad: 86, Pais: Sarajevo
Nombre: ROSA MATILDE PALMA, Edad: 83, Pais: Sarajevo
Nombre: RAMONA QUIROS, Edad: 74, Pais: Sarajevo
Nombre: FRANCISCO ROMAN, Edad: 91, Pais: Sarajevo
Nombre: WALTER LEON, Edad: 1, Pais: Sarajevo
Nombre: OFELIA QUESADA, Edad: 65, Pais: Sarajevo
Nombre: RIGOBERTO FALLAS, Edad: 100, Pais: Sarajevo
Nombre: ALICIA CHAVES, Edad: 33, Pais: Sarajevo
Nombre: VILMA SUAREZ, Edad: 53, Pais: Sarajevo
Nombre: MIRIAM ELENA SILES, Edad: 36, Pais: Sarajevo
Nombre: LIBIA JIMENEZ, Edad: 44, Pais: Sarajevo
Nombre: GILBERT ARIAS, Edad: 97, Pais: Sarajevo
Nombre: ROGER JIMENEZ, Edad: 1, Pais: Sarajevo
Nombre: LUZ MARINA CRUZ, Edad: 39, Pais: Sarajevo
Nombre: SOFIA SALAZAR, Edad: 64, Pais: Sarajevo
Nombre: LUCIA ALVARADO, Edad: 4, Pais: Sarajevo
Nombre: ERCILIA LEON, Edad: 3, Pais: Sarajevo
Nombre: BERTA MARIA HERRERA, Edad: 11, Pais: Sarajevo
Nombre: TERESITA MORA, Edad: 44, Pais: Sarajevo
Nombre: TERESITA MURILLO, Edad: 79, Pais: Sarajevo
Nombre: MARIA ELIETTE RAMIREZ, Edad: 71, Pais: Sarajevo
Nombre: ALBERTINA MENA, Edad: 13, Pais: Sarajevo
Nombre: DELFINA CASTRO, Edad: 94, Pais: Sarajevo
Nombre: CARLOS ENRIQUE MASIS, Edad: 47, Pais: Sarajevo
Nombre: FLOR DE MARIA SANCHEZ, Edad: 52, Pais: Sarajevo
Nombre: JOSE ANGEL UREÑA, Edad: 93, Pais: Sarajevo
Nombre: AMALIA PEREZ, Edad: 56, Pais: Sarajevo
Nombre: MARIA ISABEL VEGA, Edad: 53, Pais: Sarajevo
Nombre: HUGO ALBERTO MONGE, Edad: 28, Pais: Sarajevo
Nombre: MARTA GRANADOS, Edad: 62, Pais: Sarajevo
Nombre: BLANCA CRUZ, Edad: 75, Pais: Sarajevo
Nombre: HAYDEE ZUÑIGA, Edad: 62, Pais: Sarajevo
Nombre: MARIA ALBA UREÑA, Edad: 30, Pais: Sarajevo
Nombre: VIRGINIA RODRIGUEZ, Edad: 5, Pais: Sarajevo
Nombre: IVONNE RODRIGUEZ, Edad: 90, Pais: Sarajevo
Nombre: VICTOR MANUEL ARIAS, Edad: 44, Pais: Sarajevo
Nombre: MARIA MADRIGAL, Edad: 9, Pais: Sarajevo
Nombre: JULIO CESAR CANALES, Edad: 92, Pais: Sarajevo
Nombre: JOSE FRANCISCO MORA, Edad: 12, Pais: Sarajevo
Nombre: COSME ACUÑA, Edad: 54, Pais: Sarajevo
Nombre: RIGOBERTO CHACON, Edad: 51, Pais: Sarajevo
Nombre: SOFIA CHINCHILLA, Edad: 60, Pais: Sarajevo
Nombre: ARNOLDO ACUÑA, Edad: 91, Pais: Sarajevo
Nombre: ANA MARIA CHAVES, Edad: 9, Pais: Sarajevo
Nombre: ASCENSION SANCHEZ, Edad: 8, Pais: Sarajevo
Nombre: MARIA ISABEL PORRAS, Edad: 18, Pais: Sarajevo
Nombre: ELIECER HERNANDEZ, Edad: 53, Pais: Sarajevo
Nombre: MARIA DEL CARMEN BADILLA, Edad: 15, Pais: Sarajevo
Nombre: EDWIN ESQUIVEL, Edad: 41, Pais: Sarajevo
Nombre: GIUSEPPINA DI LEONI, Edad: 94, Pais: Sarajevo
Nombre: OLGA CARBALLO, Edad: 13, Pais: Sarajevo
Nombre: ANA ROSA SOLANO, Edad: 100, Pais: Sarajevo
Nombre: FRANCISCO MIRANDA, Edad: 82, Pais: Sarajevo
Nombre: MELIDA DIAZ, Edad: 89, Pais: Sarajevo
Nombre: RAMON PORRAS, Edad: 43, Pais: Sarajevo
Nombre: ARGENTINA SEQUEIRA, Edad: 21, Pais: Sarajevo
Nombre: ANALILIAN VINDAS, Edad: 92, Pais: Sarajevo
Nombre: CLAUDIO CEDEÑO, Edad: 27, Pais: Sarajevo
Nombre: YOLANDA LASCAREZ, Edad: 16, Pais: Sarajevo
Nombre: FLORA MARIA PEREZ, Edad: 55, Pais: Sarajevo
Nombre: JOSE JOAQUIN ZARATE, Edad: 23, Pais: Sarajevo
Nombre: BUENAVENTURA FONSECA, Edad: 1, Pais: Sarajevo
Nombre: MARIA EUGENIA MONTERO, Edad: 44, Pais: Sarajevo
Nombre: JUAN ANTONIO CASTRO, Edad: 3, Pais: Sarajevo
Nombre: MARTINA CARBALLO, Edad: 92, Pais: Sarajevo
Nombre: ANA VITA FALLAS, Edad: 16, Pais: Sarajevo
Nombre: VIRGINIA CHINCHILLA, Edad: 4, Pais: Sarajevo
Nombre: JUAN RAMON ALVARADO, Edad: 87, Pais: Sarajevo
Nombre: MARIO MIGUEL MENDOZA, Edad: 93, Pais: Sarajevo
Nombre: EMILCE CALDERON, Edad: 21, Pais: Sarajevo
Nombre: MARIA DE LOS ANGELES BARBOZA, Edad: 28, Pais: Sarajevo
Nombre: ESTRELLA CARTIN, Edad: 45, Pais: Sarajevo
Nombre: GUILLERMO CARMONA, Edad: 100, Pais: Sarajevo
Nombre: BIENVENIDA HERRERA, Edad: 67, Pais: Sarajevo
Nombre: MARIA DE LOS ANGELES BERNARDEZ, Edad: 25, Pais: Sarajevo
Nombre: MARCOS MORA, Edad: 37, Pais: Sarajevo
Nombre: GLORIA ROMAN, Edad: 31, Pais: Sarajevo
Nombre: WALTER VICTORY, Edad: 89, Pais: Sarajevo
Nombre: JORGE ENRIQUE MORA, Edad: 54, Pais: Sarajevo
Nombre: MANUEL FALLAS, Edad: 39, Pais: Sarajevo
Nombre: ARMANDO ANTONIO ACUÑA, Edad: 53, Pais: Sarajevo
Nombre: CARMEN LIDIA ALVARADO, Edad: 13, Pais: Sarajevo
Nombre: JAIME HUMBERTO CERCONE, Edad: 44, Pais: Senegal
Nombre: MARGARITA DE LAS MERCEDES ARCE, Edad: 46, Pais: Senegal
Nombre: HUGO SANTAMARIA, Edad: 8, Pais: Senegal
Nombre: BIBIANA MUÑOZ, Edad: 12, Pais: Senegal
Nombre: NURY GALVEZ, Edad: 61, Pais: Senegal
Nombre: RODOLFO TORRES, Edad: 77, Pais: Senegal
Nombre: MAURILIO AMADOR, Edad: 63, Pais: Senegal
Nombre: EUNICE CHANTO, Edad: 75, Pais: Senegal
Nombre: ELVIRA ABARCA, Edad: 94, Pais: Senegal
Nombre: ELIETTE RODRIGUEZ, Edad: 42, Pais: Senegal
Nombre: FLOR DE MARIA ROJAS, Edad: 73, Pais: Senegal
Nombre: FRANCO ASTUA, Edad: 94, Pais: Senegal
Nombre: ODON BLANCO, Edad: 73, Pais: Senegal
Nombre: RAMONA FLORENCIA VARGAS, Edad: 1, Pais: Senegal
Nombre: LUIS ISRAEL CASTRO, Edad: 46, Pais: Senegal
Nombre: SANTOS SOLIS, Edad: 66, Pais: Senegal
Nombre: ISIDRO AZOFEIFA, Edad: 7, Pais: Senegal
Nombre: CARLOS ALBERTO FERNANDEZ, Edad: 10, Pais: Senegal
Nombre: DINORAH SANDI, Edad: 48, Pais: Senegal
Nombre: VICTOR MANUEL NUÑEZ, Edad: 94, Pais: Senegal
Nombre: ISABEL LAFUENTE, Edad: 7, Pais: Senegal
Nombre: MARIA LUISA BUSTOS, Edad: 81, Pais: Senegal
Nombre: MARIA CECILIA ESCAMILLA, Edad: 77, Pais: Senegal
Nombre: LIGIA PANIAGUA, Edad: 79, Pais: Senegal
Nombre: GERMAN EDUARDO GONZALEZ, Edad: 47, Pais: Senegal
Nombre: CARLOS EDUARDO QUESADA, Edad: 23, Pais: Senegal
Nombre: LUIS SALAZAR, Edad: 92, Pais: Senegal
Nombre: EFRAIN MONGE, Edad: 52, Pais: Senegal
Nombre: MARIA ROSA ALFARO, Edad: 17, Pais: Senegal
Nombre: MAURILIO MARIN, Edad: 17, Pais: Senegal
Nombre: EFRAIN MORA, Edad: 55, Pais: Senegal
Nombre: EMILCE JIMENEZ, Edad: 75, Pais: Senegal
Nombre: CECILIA MORALES, Edad: 58, Pais: Senegal
Nombre: SILVIA CASTRO, Edad: 55, Pais: Senegal
Nombre: MANUEL DE JESUS JIMENEZ, Edad: 38, Pais: Senegal
Nombre: FLOR EMILIA GAMBOA, Edad: 28, Pais: Senegal
Nombre: FABIO PICADO, Edad: 46, Pais: Senegal
Nombre: AMABLE MENDOZA, Edad: 82, Pais: Senegal
Nombre: ESTRELLA CASTRO, Edad: 73, Pais: Senegal
Nombre: JEANNETTE LARA, Edad: 92, Pais: Senegal
Nombre: ANTONIO SOLANO, Edad: 90, Pais: Senegal
Nombre: CARLOS MORA, Edad: 41, Pais: Senegal
Nombre: EDUARDO GONZALEZ, Edad: 19, Pais: Senegal
Nombre: LUIS FERNANDO ARCE, Edad: 19, Pais: Senegal
Nombre: CLAUDINA LEON, Edad: 37, Pais: Senegal
Nombre: ESPERANZA CORDERO, Edad: 9, Pais: Senegal
Nombre: EVERILDA VERENICE MURILLO, Edad: 23, Pais: Senegal
Nombre: MARIA TERESA ORTIZ, Edad: 28, Pais: Senegal
Nombre: ELIECER ALTAMIRANO, Edad: 73, Pais: Senegal
Nombre: JOSE JOAQUIN HERNANDEZ, Edad: 16, Pais: Senegal
Nombre: ROSARIO MARIA BARBOZA, Edad: 11, Pais: Senegal
Nombre: MARIA ALBA VARGAS, Edad: 75, Pais: Senegal
Nombre: ROBERTO DURAN, Edad: 81, Pais: Senegal
Nombre: ROSA MARIA MADRIGAL, Edad: 12, Pais: Senegal
Nombre: MARIA AURELIA CRUZ, Edad: 83, Pais: Senegal
Nombre: LILIA CHAVES, Edad: 22, Pais: Senegal
Nombre: MARIA DE LOS ANGELES CORDERO, Edad: 91, Pais: Senegal
Nombre: EMILCE MATAMOROS, Edad: 41, Pais: Senegal
Nombre: FLORENTINO GOMEZ, Edad: 96, Pais: Senegal
Nombre: GLADYS PINEDA, Edad: 66, Pais: Senegal
Nombre: ALVARO SANDI, Edad: 35, Pais: Senegal
Nombre: VIRGINIA SALAS, Edad: 69, Pais: Senegal
Nombre: DIGNA SANCHEZ, Edad: 32, Pais: Senegal
Nombre: MARIA TERESA PORRAS, Edad: 1, Pais: Senegal
Nombre: HERNAN GARCIA, Edad: 10, Pais: Senegal
Nombre: ANA FRANCISCA FERNANDEZ, Edad: 15, Pais: Senegal
Nombre: MARIA ANGELA MORA, Edad: 37, Pais: Senegal
Nombre: MIGUEL ANGEL AZOFEIFA, Edad: 33, Pais: Senegal
Nombre: ANTONIO MATA, Edad: 30, Pais: Senegal
Nombre: LIGIA ZUÑIGA, Edad: 26, Pais: Senegal
Nombre: MARIA CECILIA DELGADO, Edad: 27, Pais: Senegal
Nombre: DIGNA ARIAS, Edad: 59, Pais: Senegal
Nombre: MARIA CRISTINA LEON, Edad: 38, Pais: Senegal
Nombre: JOSE ISRAEL VARGAS, Edad: 28, Pais: Senegal
Nombre: FRANCISCO MELENDEZ, Edad: 95, Pais: Senegal
Nombre: OLGA MERCEDES LEAL, Edad: 75, Pais: Senegal
Nombre: JORGE LUIS CHAVES, Edad: 97, Pais: Senegal
Nombre: OLGA SUAREZ, Edad: 49, Pais: Senegal
Nombre: MARIA MORA, Edad: 73, Pais: Senegal
Nombre: SOLEDAD UREÑA, Edad: 66, Pais: Senegal
Nombre: AMADO BERNARDINO VALVERDE, Edad: 98, Pais: Senegal
Nombre: ADITA BERMUDEZ, Edad: 76, Pais: Senegal
Nombre: MARIA QUIROS, Edad: 90, Pais: Senegal
Nombre: MARCOS SOLIS, Edad: 96, Pais: Senegal
Nombre: FIDELINA NAVARRO, Edad: 87, Pais: Senegal
Nombre: EMILIA ARIAS, Edad: 70, Pais: Senegal
Nombre: MARIA PURA PADILLA, Edad: 46, Pais: Senegal
Nombre: MIGUEL ANGEL GARCIA, Edad: 89, Pais: Senegal
Nombre: DEIDAMIA ORTEGA, Edad: 6, Pais: Senegal
Nombre: MIREYA QUESADA, Edad: 81, Pais: Senegal
Nombre: MARTINA FALLAS, Edad: 26, Pais: Senegal
Nombre: ROSARIO ALVARADO, Edad: 20, Pais: Senegal
Nombre: DELIA MARIA VALVERDE, Edad: 94, Pais: Senegal
Nombre: CARLOS FRANCISCO LEANDRO, Edad: 29, Pais: Senegal
Nombre: JULIO CERDAS, Edad: 53, Pais: Senegal
Nombre: PEDRO DEL ROSARIO MESEN, Edad: 43, Pais: Senegal
Nombre: RODRIGO RAMIREZ, Edad: 90, Pais: Senegal
Nombre: OFELIA MORA, Edad: 93, Pais: Senegal
Nombre: ZORAIDA CHAVES, Edad: 45, Pais: Senegal
Nombre: OFELIA FERNANDEZ, Edad: 60, Pais: Senegal
Nombre: MINOR UREÑA, Edad: 41, Pais: Senegal
Nombre: JOSE MARIA ESQUIVEL, Edad: 53, Pais: Senegal
Nombre: BETTY VARELA, Edad: 94, Pais: Senegal
Nombre: FLORA MARIA SAENZ, Edad: 93, Pais: Senegal
Nombre: GRACE CALDERON, Edad: 81, Pais: Senegal
Nombre: TERESA CAVALLINI, Edad: 57, Pais: Senegal
Nombre: ISAIAS ARCE, Edad: 69, Pais: Senegal
Nombre: CARMELINA MORA, Edad: 52, Pais: Serbia
Nombre: TERESITA ABARCA, Edad: 74, Pais: Serbia
Nombre: QUIRICO RIVERA, Edad: 81, Pais: Serbia
Nombre: JUAN HUMBERTO SERRANO, Edad: 13, Pais: Serbia
Nombre: JORGE MATA, Edad: 94, Pais: Serbia
Nombre: IRMA SERRANO, Edad: 73, Pais: Serbia
Nombre: MARIA DEL CARMEN ZUÑIGA, Edad: 80, Pais: Serbia
Nombre: MARIA SEGURA, Edad: 94, Pais: Serbia
Nombre: ELIZABETH VILLALTA, Edad: 93, Pais: Serbia
Nombre: MIRIAM ROJAS, Edad: 27, Pais: Serbia
Nombre: MARIA CECILIA PINEDA, Edad: 91, Pais: Serbia
Nombre: OLGA MARTA LEON, Edad: 35, Pais: Serbia
Nombre: JOSEFA AMELIA LOPEZ, Edad: 18, Pais: Serbia
Nombre: CORINA CARMEN SOLIS, Edad: 89, Pais: Serbia
Nombre: EMERITA SANCHEZ, Edad: 2, Pais: Serbia
Nombre: BENEDICTO MORA, Edad: 94, Pais: Serbia
Nombre: ANTONIO RIGOBERTO SANCHEZ, Edad: 17, Pais: Serbia
Nombre: ALBA ZELEDON, Edad: 82, Pais: Serbia
Nombre: MARIA ISABEL MENDEZ, Edad: 86, Pais: Serbia
Nombre: ESMERALDA ALVAREZ, Edad: 80, Pais: Serbia
Nombre: BETTY CERDAS, Edad: 3, Pais: Serbia
Nombre: ALFONSO HERNANDEZ, Edad: 39, Pais: Serbia
Nombre: CECILIA CHACON, Edad: 62, Pais: Serbia
Nombre: ROSA MARIA ARCE, Edad: 94, Pais: Serbia
Nombre: BERTILIA HIDALGO, Edad: 3, Pais: Serbia
Nombre: EMILIA BADILLA, Edad: 71, Pais: Serbia
Nombre: ROSA QUIROS, Edad: 64, Pais: Serbia
Nombre: RAMON SEGURA, Edad: 57, Pais: Serbia
Nombre: ALVARO OTAROLA, Edad: 39, Pais: Serbia
Nombre: MYRIAM DIAZ, Edad: 87, Pais: Serbia
Nombre: MANUEL ORTIZ, Edad: 62, Pais: Serbia
Nombre: JOSE VILLALOBOS, Edad: 21, Pais: Serbia
Nombre: MARIA EUGENIA PALMA, Edad: 18, Pais: Serbia
Nombre: BLANCA ROJAS, Edad: 45, Pais: Serbia
Nombre: OLIVER SANCHEZ, Edad: 41, Pais: Serbia
Nombre: FLORA ASTUA, Edad: 1, Pais: Serbia
Nombre: CARMEN MARIA LUJAN, Edad: 41, Pais: Serbia
Nombre: ELSA CALDERON, Edad: 9, Pais: Serbia
Nombre: ADELIA SEGURA, Edad: 57, Pais: Serbia
Nombre: ANA ISABEL MACAYA, Edad: 13, Pais: Serbia
Nombre: HILDA UMAÑA, Edad: 87, Pais: Serbia
Nombre: ABELINO BERMUDEZ, Edad: 56, Pais: Serbia
Nombre: RODRIGO GRANADOS, Edad: 72, Pais: Serbia
Nombre: ADELINA ROJAS, Edad: 41, Pais: Serbia
Nombre: LETICIA UMAÑA, Edad: 12, Pais: Serbia
Nombre: AUREA MENA, Edad: 40, Pais: Serbia
Nombre: DORALIA MORA, Edad: 59, Pais: Serbia
Nombre: JOSE LUIS VARGAS, Edad: 7, Pais: Serbia
Nombre: JOSE JOAQUIN PORRAS, Edad: 93, Pais: Serbia
Nombre: EVA ACUÑA, Edad: 20, Pais: Serbia
Nombre: LUIS RODRIGO DURAN, Edad: 9, Pais: Serbia
Nombre: ROBERTO VENEGAS, Edad: 1, Pais: Serbia
Nombre: MARIO SALAZAR, Edad: 43, Pais: Serbia
Nombre: NOEMY SOTO, Edad: 61, Pais: Serbia
Nombre: RAMON VEGA, Edad: 67, Pais: Serbia
Nombre: OVIDIO ANGULO, Edad: 43, Pais: Serbia
Nombre: JOSE ANTONIO CHAVES, Edad: 52, Pais: Serbia
Nombre: ZORAIDA MORA, Edad: 49, Pais: Serbia
Nombre: MARTA TERESITA NAVAS, Edad: 73, Pais: Serbia
Nombre: EDUARDO CRUZ, Edad: 35, Pais: Serbia
Nombre: CRISTINA VAZQUEZ, Edad: 68, Pais: Serbia
Nombre: ISABEL GONZALEZ, Edad: 12, Pais: Serbia
Nombre: MARIA LOBO, Edad: 93, Pais: Serbia
Nombre: LUIS DELGADO, Edad: 52, Pais: Serbia
Nombre: FRANCISCA SANDI, Edad: 67, Pais: Serbia
Nombre: LUISA ABARCA, Edad: 60, Pais: Serbia
Nombre: BAUDILIO MORALES, Edad: 29, Pais: Serbia
Nombre: VICTOR MANUEL MORA, Edad: 69, Pais: Seychelles
Nombre: WILFRIDO ACUÑA, Edad: 48, Pais: Seychelles
Nombre: LUIS ANGEL CAMACHO, Edad: 31, Pais: Seychelles
Nombre: CARMEN MARIA GRILLO, Edad: 13, Pais: Seychelles
Nombre: JOSE ANGEL MORALES, Edad: 52, Pais: Seychelles
Nombre: BLANCA GUILLERMINA AVALOS, Edad: 79, Pais: Seychelles
Nombre: MARIA CRISTINA SOTO, Edad: 23, Pais: Seychelles
Nombre: OMAR MORA, Edad: 100, Pais: Seychelles
Nombre: RODOLFO ROJAS, Edad: 16, Pais: Seychelles
Nombre: LEILA RODRIGUEZ, Edad: 44, Pais: Seychelles
